KODE,NAMA_BAHAN,KATEGORI,SUMBER,AIR_g,ENERGI_kal,PROTEIN_g,LEMAK_g,KH_g,SERAT_g,ABU_g,KALSIUM_mg,FOSFOR_mg,BESI_mg,NATRIUM_mg,KALIUM_mg,TEMBAGA_mg,SENG_mg,RETINOL_mcg,BKAROTEN_mcg,KARTOTAL_mcg,THIAMIN_mg,RIBOFLAVIN_mg,NIASIN_mg,VIT_C_mg,BDD_pct
DR097,"Kacang panjang, segar",Sayuran,KZGMI-2001,91.8,31,2.3,0.1,5.3,2.7,0.5,60,64,0.6,,30,,,,,125,,,,,46
DR098,Kacang ranti polong,Sayuran,KZGPI-1990,88.5,37,3.1,0.2,7.9,2.5,0.3,103,126,0.8,,,,,,,,,,,,6
DR099,"Kalakai, segar",Sayuran,KZGMI-2001,89.9,38,2.4,0.2,6.6,5.8,0.9,18,90,1.1,,7,,,,,44,,,,,8
DR100,"Kangkung, segar",Sayuran,KZGPI-1990,91.0,28,3.4,0.7,3.9,2.0,1.0,67,54,2.3,,65,,,,,2868,,,,,17
DR101,Kangkung tondano,Sayuran,KZGMI-2001,88.5,43,1.8,0.2,8.4,4.3,1.1,72,9,0.7,,30,,,,,2741,,,,,23
DR102,"Kapri muda, segar",Sayuran,DABM-1964,86.8,45,3.3,0.2,9.0,1.8,0.7,51,85,1.0,,2,,,,,72,,,,,49
DR103,Karawila,Sayuran,KZGMI-2001,93.7,25,2.3,0.2,3.5,2.1,0.3,25,67,0.3,,8,,,,,21,,,,,39
DR104,"Kecipir muda, segar",Sayuran,DABM-1964,90.4,32,2.9,0.2,5.8,5.5,0.7,63,37,0.3,,3,,,,,261,,,,,19
DR105,"Kecombrang, segar",Sayuran,KZGPI-1990,90.0,34,0.9,1.0,6.7,2.6,1.4,60,16,1.0,,47,,,,,0,,,,,0
DR106,"Kelawi,kluwih, segar",Sayuran,DABM-1964,70.0,118,1.5,0.3,27.2,5.0,1.0,28,32,0.9,,2,,,,,0,,,,,19
DR107,"Kembang turi, segar",Sayuran,DABM-1964,87.4,51,1.8,0.6,9.6,5.0,0.6,23,29,0.9,,22,,,,,201,,,,,41
DR108,"Kerokot, segar",Sayuran,DABM-1964,93.0,26,1.7,0.4,3.8,1.0,1.1,103,39,3.6,,4,,,,,0,,,,,25
DR109,"Ketimun, segar",Sayuran,KZGPI-1990,97.9,8,0.2,0.2,1.4,0.3,0.3,29,95,0.8,,2,,,,,18,,,,,1
DR110,"Ketimun krai, segar",Sayuran,KZGPI-1990,96.8,10,0.5,0.2,2.0,0.6,0.5,20,98,1.0,,10,,,,,19,,,,,3
DR111,"Ketimun madura, segar",Sayuran,KZGPI-1990,97.1,9,0.5,0.1,1.9,0.7,0.4,15,102,0.6,,2,,,,,25,,,,,5
DR112,"Komak, segar",Sayuran,KZGMI-2001,74.3,99,3.3,0.1,21.2,10.3,1.1,50,99,13.1,,15,,,,,5,,,,,
DR113,Kool kembang,Sayuran,DABM-1964,91.7,25,2.4,0.2,4.9,1.6,0.8,22,72,1.1,,47,,,,,24,,,,,69
DR114,"Kool merah,kool putih",Sayuran,DABM-1964,92.4,29,1.4,0.2,5.3,1.9,0.9,46,31,0.5,,28,,,,,46,,,,,50
DR115,"Koro kerupuk, polong",Sayuran,DABM-1964,67.2,128,8.3,0.7,22.1,,1.7,17,12,2.7,,,,,,,,,,,,31
DR116,"Koro wedus, polong",Sayuran,DABM-1964,88.0,46,3.0,0.3,7.9,3.3,0.8,56,47,1.1,,2,,,,,66,,,,,17
DR117,"Kucai, segar",Sayuran,DABM-1964,86.3,45,2.2,0.3,10.3,4.8,0.9,52,50,1.1,,21,,,,,2685,,,,,17
DR118,"Kucai muda (Lokio), segar",Sayuran,DABM-1964,86.0,42,3.8,0.6,7.8,4.9,1.8,76,91,2.5,,22,,,,,2744,,,,,59
DR119,Kulit melinjo,Sayuran,KZGPI-1990,71.9,111,4.5,1.1,20.7,5.0,1.8,117,179,2.6,,,,,,,,,,,,7
DR120,"Kundur, segar",Sayuran,KZGMI-2001,94.0,22,0.4,0.2,4.7,1.3,0.7,3,54,0.5,,2,,,,,7,,,,,1
DR121,"Labu air, segar",Sayuran,DABM-1964,95.0,19,0.6,0.2,3.8,0.6,0.4,12,18,0.6,,2,,,,,11,,,,,10
DR122,"Labu kuning, segar",Sayuran,KZGMI-2001,86.6,51,1.7,0.5,10.0,2.7,1.2,40,180,0.7,,280,,,,,1569,,,,,2
DR123,"Labu siam, segar",Sayuran,DABM-1964,92.3,30,0.6,0.1,6.7,6.2,0.3,14,25,0.5,,3,,,,,48,,,,,18
DR124,"Labu waluh, segar",Sayuran,DABM-1964,91.2,32,1.1,0.1,6.6,0.5,1.0,45,64,1.4,,1,,,,,712,,,,,52
DR125,"Lantar, segar",Sayuran,KZGMI-2001,91.2,34,2.2,0.3,5.5,2.9,0.8,10,58,0.4,,3,,,,,38,,,,,4
DR126,"Lobak, segar",Sayuran,DABM-1964,94.1,21,0.9,0.1,4.2,1.4,0.7,35,26,0.6,,49,,,,,0,,,,,32
DR127,"Lumai/Leunca, segar",Sayuran,KZGMI-2001,90.5,38,1.1,0.3,7.6,2.0,0.5,7,55,1.0,,2,,,,,25,,,,,17
DR128,"Melinjo, segar",Sayuran,DABM-1964,80.0,66,5.0,0.7,13.3,,1.0,163,75,2.8,,,,,,,,,,,,10 0
DR129,Mostarda metan -sawi,Sayuran,KZGMI-2001,91.4,33,2.3,0.5,4.7,1.8,1.1,60,30,3.1,,20,,,,,1575,,,,,12
DR130,"Nangka muda, segar",Sayuran,DABM-1964,85.4,57,2.0,0.4,11.3,8.3,0.9,45,29,0.5,,1,,,,,21,,,,,9
DR131,"Paria putih, segar",Sayuran,KZGPI-1990,94.4,19,1.0,0.4,3.6,1.3,0.6,31,65,0.9,,5,,,,,197,,,,,58
DR132,"Pepare ular, segar",Sayuran,KZGMI-2001,95.1,19,0.6,0.1,3.9,1.0,0.3,20,10,0.4,,130,,,,,69,,,,,9
DR133,"Pepaya muda, segar",Sayuran,DABM-1964,92.3,29,2.1,0.1,4.9,2.1,0.6,50,16,0.4,,22,,,,,0,,,,,19
DR134,"Petai, segar",Sayuran,KZGMI-2001,77.2,92,5.4,1.1,15.2,2.0,1.1,14,170,1.6,,55,,,,,114,,,,,34
DR135,"Peterseli, segar",Sayuran,DABM-1964,83.9,53,3.7,1.0,9.0,0.0,2.4,193,84,4.3,,18,,,,,2940,,,,,19 3
DR136,"Pucuk lumai/daun leunca, segar",Sayuran,KZGMI-2001,91.0,33,4.5,0.4,2.8,,1.3,13,75,2.9,,2,,,,,,,,,,41
DR137,"Putri malu, segar",Sayuran,KZGMI-2001,80.2,76,3.6,0.3,14.6,7.1,1.3,119,84,3.3,,1,,,,,4762,,,,,6
DR138,"Rebung, segar",Sayuran,KZGMI-2001,93.3,25,0.8,0.1,5.3,9.7,0.5,3,5,0.5,,3,,,,,10,,,,,0
DR139,"Rimbang, segar",Sayuran,KZGMI-2001,80.8,75,1.6,0.6,15.8,10.0,1.2,55,97,0.6,,20,,,,,51,,,,,38
DR140,Rumput laut,Sayuran,KZGMI-2001,87.0,41,1.4,0.3,8.1,2.2,3.2,80,20,1.6,,250,,,,,1958,,,,,7
DR141,"Sawi, segar",Sayuran,DABM-1964,92.2,28,2.3,0.3,4.0,2.5,1.2,220,38,2.9,,22,,,,,2042,,,,,10 2
DR142,"Sawi putih / pecai, segar",Sayuran,KZGPI-1990,96.6,9,1.0,0.1,1.7,0.8,0.6,56,,5,,,,0.1,,,,,0.4,3,,
DR143,"Sawi taiwan, segar",Sayuran,KZGMI-2001,91.8,30,1.9,0.5,4.4,2.7,1.4,100,,27,,,,0.7,,,,,0.6,33,,
DR144,"Sawi tanah, segar",Sayuran,KZGMI-2001,94.9,19,1.3,0.2,2.9,2.2,1.0,92,,17,,,,0.4,,,,,0.1,36,,
DR145,"Selada, segar",Sayuran,DABM-1964,94.8,18,1.2,0.2,2.9,1.8,0.9,22,,19,,,,0.2,,,,,0.4,8,,
DR146,"Selada air, segar",Sayuran,KZGPI-1990,93.3,17,3.1,0.2,2.2,0.7,1.2,95,,65,,,,0.2,,,,,0.7,56,,
DR147,"Seledri, segar",Sayuran,DABM-1964,93.0,23,1.0,0.1,4.6,2.0,1.3,50,,64,,,,0.4,,,,,0.4,11,,
DR148,"Taoge, segar",Sayuran,KZGPI-1990,90.4,34,3.7,1.2,4.3,1.1,0.4,166,,19,,,,0.4,,,,,1.1,5,,
DR149,"Taoge kacang kedelai, segar",Sayuran,DABM-1964,81.0,76,9.0,2.6,6.4,0.7,1.0,50,,5,,,,0.7,,,,,1.2,15,,
DR150,"Taoge kacang tunggak, segar",Sayuran,DABM-1964,88.0,40,5.0,0.2,5.8,2.6,1.0,57,,2,,,,0.5,,,,,0.8,15,,
DR151,"Tebu terubuk (lilin), segar",Sayuran,DABM-1964,91.0,30,4.6,0.4,3.0,0.8,1.0,40,,699,,,,1.1,,,,,1.2,50,,
DR152,"Tekokak, segar",Sayuran,DABM-1964,89.0,34,2.0,0.1,7.9,4.9,1.0,50,,3,,,,0.2,,,,,0.9,8,,
DR153,"Tekokak, kering",Sayuran,DABM-1964,12.3,302,8.3,1.7,72.6,21.2,8.1,370,,9,,,,1.0,,,,,5.1,0,,
DR154,"Terong, segar",Sayuran,DABM-1964,92.7,28,1.1,0.2,5.5,2.1,0.5,15,,9,,,,0.1,,,,,0.5,5,,
DR155,"Terong asam, segar",Sayuran,KZGMI-2001,90.5,37,2.0,0.4,6.3,3.2,0.8,13,,3,,,,0.3,,,,,0.8,4,,
DR156,"Terung belanda, segar",Sayuran,KZGPI-1990,87.3,52,2.1,1.1,8.6,1.4,1.0,16,,,,,,,,,,,0.0,12,,
DR157,"Terung bengkulu, segar",Sayuran,KZGPI-1990,86.6,52,1.1,0.4,11.2,3.2,0.8,19,,14,,,,1.0,,,,,0.0,6,,
DR158,"Terong hintalo, segar",Sayuran,KZGMI-2001,89.2,45,1.9,0.8,7.5,5.1,0.6,19,,167,,,,0.2,,,,,,4,,
DR159,Terung panjang,Sayuran,KZGPI-1990,91.8,25,2.1,0.1,5.3,0.5,0.7,38,,9,,,,0.2,,,,,0.7,8,,
DR160,"Tomat, air (sari), segar",Sayuran,DABM-1964,94.0,20,1.0,0.2,3.5,0.4,1.3,7,,10,,,,0.1,,,,,0.7,10,,
DR161,"Tomat merah, segar",Sayuran,KZGPI-1990,92.9,24,1.3,0.5,4.7,1.5,0.6,8,,10,,,,0.2,,,,,0.4,34,,
DR162,"Tomat muda, segar",Sayuran,DABM-1964,93.0,24,2.0,0.7,3.3,1.8,2.0,5,,10,,,,0.2,,,,,0.7,30,,
DR163,"Uceng/ bunga melinjo, segar",Sayuran,KZGPI-1990,79.5,82,5.8,1.3,11.7,4.8,1.7,70,,,,,,,,,,,,3,,
DR164,"Umbut kelapa, segar",Sayuran,KZGMI-2001,89.3,39,2.0,0.2,7.2,2.5,1.3,57,,4,,,,1.4,,,,,,8,,
DR165,Umbut rotan,Sayuran,KZGMI-2001,90.5,34,2.4,0.3,5.5,2.2,1.3,89,,8,,,,1.9,,,,,,9,,
DR166,"Wortel, segar",Sayuran,KZGPI-1990,,36,,7.9,,,,1.0,,,0.06,,,,7125,0.04,0.04,,,,,
DP001,"Bayam, kukus",Sayuran,KZGPI-1990,,30,,5.8,,,,5.7,,,0.10,,0,,3750,0.02,0.10,,,,,
DP002,"Bayam ,rebus",Sayuran,KZGPI-1990,,23,,3.7,,,,0.5,,,0.20,,0,,2864,0.02,0.10,,,,,
DP003,"Buncis, rebus",Sayuran,KZGPI-1990,,30,,6.4,,,,0.5,,,0.10,,,,402,0.01,0.29,,,,,
DP004,"Daun kacang panjang, kukus",Sayuran,KZGPI-1990,,40,,8.0,,,,3.7,,,0.20,,0,,5781,0.15,0.20,,,,,
DP005,"Daun katuk, rebus",Sayuran,KZGPI-1990,,53,,9.1,,,,3.1,,,0.30,,0,,9000,0.00,0.30,,,,,
DP006,"Daun kelor, rebus",Sayuran,KZGPI-1990,,61,,10.0,,,,2.1,,,0.10,,,,6071,0.10,0.10,,,,,
DP007,"Daun mengkudu, kukus",Sayuran,KZGPI-1990,,63,,11.5,,,,6.0,,,,,,,4900,0.08,0.10,,,,,
DP008,"Daun singkong, rebus",Sayuran,KZGPI-1990,,31,,4.8,,,,2.6,,,0.10,,,,4150,0.02,0.10,,,,,
DP009,"Daun talas, rebus",Sayuran,KZGPI-1990,,27,,5.9,,,,1.4,,,0.50,,0,,2682,0.00,0.60,,,,,
DP010,"Daun ubi merah, kukus",Sayuran,KZGPI-1990,,56,,13.0,,,,4.3,,,0.10,,,,5397,0.00,0.20,,,,,
DP011,"Kacang panjang ,kukus",Sayuran,KZGPI-1990,,39,,7.6,,,,1.2,,,0.11,,0,,205,0.02,0.10,,,,,
DP012,"Kacang panjang, rebus",Sayuran,KZGPI-1990,,30,,5.8,,,,0.8,,,0.10,,0,,162,0.00,0.07,,,,,
DP013,"Kangkung, kukus",Sayuran,KZGPI-1990,,30,,4.7,,,,4.4,,,0.10,,0,,5837,0.03,0.28,,,,,
DP014,"Kangkung, rebus",Sayuran,KZGPI-1990,,22,,3.1,,,,3.5,,,0.10,,0,,4325,0.01,0.22,,,,,
DP015,"Paria putih, kukus",Sayuran,KZGPI-1990,,16,,3.4,,,,0.5,,,0.00,,,,65,0.15,0.04,,,,,
DP016,"Selada, rebus",Sayuran,KZGPI-1990,,19,,2.9,,,,1.4,,,0.05,,,,3700,0.08,0.20,,,,,
DP017,"Taoge, goreng",Sayuran,KZGPI-1990,,88,,14.0,,,,5.7,,,,,2,,613,0.05,,,,,,
DP018,"Taoge, seduh",Sayuran,KZGPI-1990,,28,,4.0,,,,0.5,,,0.19,,,,18,0.10,0.00,,,,,
DP019,"Terung panjang, kukus",Sayuran,KZGPI-1990,,23,,4.9,,,,0.5,,,67.10,,0,,20,0.00,0.07,,,,,
DP020,"Wortel, rebus",Sayuran,KZGPI-1990,,28,,6.3,,,,0.6,,,0.10,,0,,5396,0.01,0.03,,,,,
DP021,"Wortel, kukus",Sayuran,KZGPI-1990,,37,,8.3,,,,0.6,,,0.11,,0,,7150,0.02,0.03,,,,,
DP022,"Asinan Bogor, sayuran",Sayuran,KZGMS- 1993,,98,,14.8,,,,1.2,,,,,10,,146,0.28,,,,,,
DP023,"Anyang, sayur",Sayuran,KZGMI-2001,76.9,126,3.4,7.9,10.3,5.4,,1.5,,,2.9,,181.0,,0.30,,,3263,,,,
DP024,"Ares, sayur",Sayuran,KZGMI-2001,77.7,113,0.9,7.2,11.2,4.7,,3.0,,,1.5,,1030. 0,,0.70,,,6,,,,
DP025,Arwan sirsir,Sayuran,KZGMI-2001,59.0,277,2.4,25.0,10.7,4.6,,2.9,,,2.4,,320.0,,0.20,,,1578,,,,0.20
DP026,Beberuk,Sayuran,KZGMI-2001,89.1,65,1.1,5.2,3.5,3.1,,1.1,,,8.3,,427.0,,0.40,,,44,,,,
DP027,Botok lamtoro,Sayuran,KZGPI-1990,63.9,186,11.7,9.7,13.0,2.1,,2.2,,,26.0,,,,,,,,179,,,
DP028,Buntil daun talas,Sayuran,KZGPI-1990,74.5,141,4.4,10.2,8.0,1.8,,3.0,,,14.5,,,,,,,,8610,,,
DP029,Cammetutu,Sayuran,KZGMI-2001,79.6,102,3.2,6.0,8.7,4.3,,2.5,,,0.5,,518.0,,0.30,,,1123,,,,0.40
DP030,"Cap cai, sayur",Sayuran,KZGMS- 1993,82.7,97,5.8,6.3,4.2,0.6,,1.0,,,1.8,,,,,,,,1640,,,
DP031,Gado-gado,Sayuran,KZGPI-1990,68.5,137,6.1,3.2,21.0,1.1,,1.5,,,7.5,,,,,,,,5929,,,
DP032,"Gudeg, sayur",Sayuran,KZGPI-1990,69.2,160,3.3,9.2,16.0,2.3,,2.1,,,12.8,,,,,,,,166,,,
DP033,Gulai pakis,Sayuran,KZGPI-1990,76.1,143,4.0,11.4,6.0,1.4,,2.6,,,1.7,,,,,,,,9802,,,
DP034,Gulai pliek,Sayuran,KZGMI-2001,71.9,176,7.3,14.9,3.2,,,2.7,,,1.4,,285.0,,0.30,,,,,,,
DP035,Kadada katembe,Sayuran,KZGMI-2001,80.0,110,4.5,6.9,7.1,3.9,,1.5,,,0.0,,131.0,,0.20,,,46,,,,
DP036,"Kaparende, sayur",Sayuran,KZGMI-2001,91.7,38,2.4,2.0,2.6,1.5,,1.3,,,0.0,,43.0,,0.00,,,40,,,,
DP037,"Karedok, sayur",Sayuran,KZGPI-1990,79.0,92,2.2,3.3,14.1,1.4,,1.4,,,2.4,,,,,,,,1,,,
DP038,Keripik bayam,Sayuran,KZGPI-1990,2.3,586,4.9,40.6,50.2,0.5,,1.9,,,3.6,,,,,,,,4544,,,
DP039,Kotiu hinela tawang nggole,Sayuran,KZGMI-2001,88.4,46,2.2,1.5,6.0,3.8,,1.9,,,0.0,,103.0,,1.60,,,75,,,,
DP040,Lema/ Rebung asam,Sayuran,KZGMI-2001,96.3,15,1.0,0.4,1.9,,,0.4,,,2.9,,156.0,,0.10,,,,,,,0.00
DP041,Lilin bungkus gedi,Sayuran,KZGMI-2001,84.8,79,2.3,5.2,5.8,2.5,,1.9,,,0.9,,50.0,,0.20,,,,,,,0.10
DP042,Olah-olah,Sayuran,KZGMI-2001,83.9,9,2.1,6.0,7.1,4.4,,0.9,,,1.2,,266.0,,0.30,,,36,,,,0.10
DP043,Paku hinela wulelenggapaya,Sayuran,KZGMI-2001,83.4,77,3.5,4.6,5.4,3.6,,3.1,,,0.0,,37.0,,0.30,,,55,,,,0.10
DP044,Pelecing kangkung,Sayuran,KZGMI-2001,83.8,75,2.5,2.8,10.0,5.4,,0.9,,,2.1,,381.0,,0.10,,,870,,,,
DP045,Purundawa,Sayuran,KZGMI-2001,91.8,25,1.5,0.5,3.6,1.7,,2.6,,,0.0,,201.0,,0.10,,,55,,,,0.10
DP046,Rujak cingur,Sayuran,KZGPI-1990,70.1,153,11.3,8.4,8.0,1.4,,1.4,,,4.4,,,,,,,,2880,,,
DP047,Sayur asem,Sayuran,KZGPI-1990,93.2,29,0.7,0.6,5.0,0.6,,0.8,,,3.1,,,,,,,,2075,,,
DP048,Sayur bunga pepaya,Sayuran,KZGMI-2001,83.4,49,1.7,0.3,9.8,2.7,,2.1,,,1.3,,350.0,,0.10,,,372,,,,
DP049,Sayur garu,Sayuran,KZGMI-2001,70.8,178,2.6,13.9,10.6,8.4,,2.1,,,0.9,,120.0,,0.10,,,,,,,
DP050,Sayur kohu-kohu,Sayuran,KZGMI-2001,72.8,133,7.3,6.6,11.2,1.2,,2.1,,,0.2,,50.0,,0.10,,,944,,,,
DP051,Sayur lilin-terubuk,Sayuran,KZGMI-2001,90.4,36,2.7,0.7,4.8,1.4,,1.4,,,0.1,,44.0,,0.20,,,,,,,
DP052,Sayur ndusuk,Sayuran,KZGMI-2001,87.5,49,3.1,2.5,3.6,,,3.1,,,0.5,,88.0,,,,,,,,,
DP053,Sayur sop,Sayuran,KZGPI-1990,92.7,27,1.3,2.0,1.0,0.3,,2.7,,,1.8,,,,,,,,2569,,,
DP054,Sayur umbut kelapa,Sayuran,KZGMI-2001,85.5,67,5.2,2.9,5.1,1.4,,1.3,,,3.2,,108.0,,0.20,,,21,,,,
DP055,Sayur umbut rotan,Sayuran,KZGMI-2001,87.6,57,5.4,2.6,3.1,1.6,,1.3,,,1.2,,81.0,,0.20,,,18,0,,,
DP056,Shabu-shabu,Sayuran,KZGMS- 1993,87.1,88,3.2,8.0,0.8,0.9,,0.9,,,2.9,,,,,,,,2000,,,
DP057,Semur jengkol,Sayuran,KZGMS- 1993,52.7,212,6.0,10.0,29.1,,,2.2,,,1.0,,,,,,,,81,,,
DP058,Tinira ninahu nggaluku,Sayuran,KZGMI-2001,91.8,33,1.2,1.3,4.1,3.1,,1.5,,,0.0,,119.0,,0.20,,,6,0,,,
DP059,Tumis bayam bersantan,Sayuran,KZGPI-1990,91.2,48,1.4,4.2,2.6,0.5,,0.6,,,0.8,,,,,,,,2988,,,
DP060,Waluh balamak,Sayuran,KZGMI-2001,89.4,45,0.8,0.9,8.1,7.9,,1.0,,,0.5,,15.0,,,,,1241,0,,,
DP061,Woku ubi,Sayuran,KZGMI-2001,73.0,143,3.1,7.8,15.0,7.0,,1.1,,,2.8,,256.0,,0.30,,,1519,0,,,
ER001,"Alpukat, segar",Buah,DABM-1964,84.3,85,0.9,,,,,,,,2,278.0,0.2,0.4,,,,0.05,,,61,
ER002,"Anggur hutan, segar",Buah,KZGPI- 1990,92.3,30,0.5,,,,,,,,,,,,,,,0.01,,,100,
ER003,"Apel malang, segar",Buah,KZGPI- 1990,85.9,57,0.5,,,,,,,,3.6,175.4,110.2,0.0,,,,0.05,,,88,
ER004,"Apel, segar",Buah,DABM-1964,84.1,58,0.3,,,,,,,,2,130.0,124.2,0.3,,,,0.04,,,88,
ER005,"Arbai, segar",Buah,DABM-1964,89.9,37,0.8,,,,,,,,1.95,43.0,63.5,18.9,,,,0.03,,,96,
ER006,"Belimbing, segar",Buah,DABM-1964,90.0,36,0.4,,,,,,,,4,130.0,,0.1,,,,0.03,,,86,
ER007,"Biwah, segar",Buah,KZGPI- 1990,87.1,51,0.3,,,,,,,,1,258.6,0.0,0.0,,,,0.10,,,66,
ER008,"Buah atung, segar",Buah,DABM-1964,92.0,23,0.8,,,,,,,,,,,,,,,0.29,,,80,
ER009,"Buah kelenting, segar",Buah,KZGMI-2001,73.9,110,1.4,,,,,,,,2,0.0,0.3,0.9,,,,0.20,,,77,
ER010,"Buah kom, segar",Buah,KZGPI- 1990,33.7,264,4.0,,,,,,,,,,,,,,,0.11,,,100,
ER011,"Buah mentega (Bisbul), segar",Buah,DABM-1964,89.0,39,0.7,,,,,,,,1,90.0,0.1,0.1,,,,0.02,,,50,
ER012,"Buah Naga Merah, segar",Buah,BKP,85.7,71,1.7,,,,,,,,10,128.0,0.0,0.4,,,,0.50,,,66.5,
ER013,"Buah Naga Putih, segar",Buah,BKP,86.6,56,0.8,,,,,,,,7,231.0,0.0,0.4,,,,0.02,,,73.6,
ER014,"Buah negri, segar",Buah,KZGMI-2001,85.7,55,1.2,,,,,,,,10,0.0,0.1,0.3,,,,0.33,,,48,
ER015,"Buah nona, segar",Buah,DABM-1964,71.5,101,1.7,,,,,,,,5,312.5,325.7,0.1,,,,0.08,,,58,
ER016,"Buah rotan, segar",Buah,KZGMI-2001,79.4,78,0.6,,,,,,,,7,495.0,0.3,0.7,,,,0.12,,,,
ER017,"Buah rukam, segar",Buah,KZGMI-2001,71.3,113,0.8,,,,,,,,2,219.0,0.3,0.9,,,,0.06,,,100,
ER018,"Buah ruruhi, segar",Buah,KZGMI-2001,93.0,29,2.1,,,,,,,,36,45.0,0.0,0.1,,,,0.06,,,82,
ER019,"Buah tuppa, segar",Buah,KZGMI-2001,82.5,67,0.4,,,,,,,,2,0.0,0.2,0.5,,,,0.04,,,,
ER020,"Carica papaya, segar",Buah,KZGPI- 1990,93.4,24,1.9,,,,,,,,,,,,,,,0.32,,,60,
ER021,"Cempedak, segar",Buah,DABM-1964,67.0,116,3.0,,,,,,,,25,243.7,,,,,,0.00,,,30,
ER022,"Duku, segar",Buah,DABM-1964,82.0,63,1.0,,,,,,,,2,149.0,0.1,0.2,,,,0.05,,,64,
ER023,"Durian, segar",Buah,DABM-1964,,134,3.0,3.5,,44,1.3,,601.0,,0.1,0.3,,,,,,53,,,,
ER024,"Duwet, segar",Buah,KZGPI- 1990,,80,0.6,0.9,,138,1.3,,92.7,,191.3,0.3,,,,,,13 0,,,,
ER025,"Embacang, segar",Buah,DABM-1964,,98,0.2,1.9,,15,0.5,,250.9,,0.1,0.1,,,,,,56,,,,
ER026,"Encung asam, segar",Buah,KZGPI- 1990,,122,4.5,9.3,,69,3.2,,,,,,,,,,,0,,,,
ER027,"Erbis, segar",Buah,DABM-1964,,70,0.0,7.7,,50,1.1,,257.1,,0.1,0.1,,,,,,16,,,,
ER028,Gandaria masak,Buah,DABM-1964,,68,0.1,2.2,,20,1.0,,129.0,,,,,,,,,11 1,,,,
ER029,"Gatep, segar",Buah,KZGPI- 1990,,191,1.5,13.4,,69,3.2,,403.3,,0.7,1.3,,,,,,,,,,
ER030,"Jambu air, segar",Buah,DABM-1964,,46,0.2,2.1,,9,1.1,,321.2,,,0.1,,,,,,5,,,,
ER031,Jambu biji,Buah,DABM-1964,,49,0.3,2.4,,28,1.1,,52.8,,0.0,0.3,,,,,,87,,,,
ER032,Jambu bj putih tdk brbj,Buah,KZGPI- 1990,,61,0.3,4.5,,41,0.2,,103.0,,0.0,0.5,,,,,,11 6,,,,
ER033,"Jambu bol, segar",Buah,KZGMI-2001,,49,0.2,3.5,,8,0.3,,14.0,,0.0,0.0,,,,,,22,,,,
ER034,"Jambu monyet, segar",Buah,DABM-1964,,64,0.6,1.2,,13,0.5,,107.8,,,,,,,,,19 7,,,,
ER035,"Jeruk bali, segar",Buah,DABM-1964,,48,0.2,0.8,,27,0.5,,366.1,,171.3,0.1,,,,,,43,,,,
ER036,"Jeruk banjar, segar",Buah,KZGMI-2001,,61,0.2,5.4,,13,0.2,,79.0,,0.1,0.1,,,,,,31,,,,
ER037,Jeruk garut-keprok,Buah,DABM-1964,,44,0.3,1.6,,23,0.4,,518.1,,169.3,0.2,,,,,,31,,,,
ER038,"Jeruk Kalamansi, segar",Buah,BKP,,39,0.3,2.3,,85,0.5,,82.0,,0.3,0.1,,,,,,30,,,,
ER039,"Jeruk manis, segar",Buah,DABM-1964,,45,0.2,1.4,,23,0.4,,472.1,,160.0,0.2,,,,,,49,,,,
ER040,"Jeruk nipis, segar",Buah,KZGPI- 1990,,44,0.2,0.4,,22,0.2,,108.9,,0.1,0.1,,,,,,20,,,,
ER041,"Jeruk ragi, segar",Buah,KZGPI- 1990,,49,0.2,0.5,,67,0.7,,457.3,,155.0,0.2,,,,,,30,,,,
ER042,"Kawista, segar",Buah,KZGPI- 1990,,120,2.5,4.6,,230,1.6,,1015.6,,308.4,0.4,,,,,,3,,,,
ER043,"Kedondong masak, segar",Buah,DABM-1964,,46,0.1,2.6,,22,2.8,,216.2,,0.0,0.1,,,,,,30,,,,
ER044,"Kedondong, segar",Buah,KZGMI-2001,,47,0.2,2.7,,58,0.8,,0.0,,,0.2,,,,,,32,,,,
ER045,"Kelapa hutan, kering",Buah,KZGMI-2001,,623,52. 1,15.3,,280.0,3.8,,460.0,,1.7,1.9,,,,,,,,,,
ER046,"Kelapa muda, daging, segar",Buah,DABM-1964,,68,0.9,0.0,,30.0,1.0,,564.6,,0.1,0.3,,,,,,4,,,,
ER047,"Kemang, segar",Buah,DABM-1964,86.5,48,1.0,,,,,24,0.1,,88.6,,0.1,,318,,,,0.3,58,,
ER048,"Kesemek, segar",Buah,DABM-1964,78.2,78,0.8,,,,,26,0.3,,34.5,,0.1,,109,,,,0.1,11,,
ER049,"Kokosan, segar",Buah,DABM-1964,85.0,86,1.6,,,,,38,1.3,,118.3,,0.2,,0,,,,1.5,3,,
ER050,"Kranji, segar",Buah,KZGPI- 1990,20.1,315,2.1,,,,,120,3.7,,,,,,,,,,,,,
ER051,"Langsat, segar",Buah,DABM-1964,84.1,56,0.9,,,,,24,1.1,,232.0,,0.2,,,,,,0.8,9,,
ER052,"Lemon, segar",Buah,KZGMI-2001,92.2,34,0.5,,,,,20,0.3,,140.0,,0.2,,0,,,,0.3,50,,
ER053,"Lontar, segar",Buah,KZGPI- 1990,93.0,27,0.4,,,,,243,0.5,,,,,,,,,,,,,
ER054,"Mangga, segar",Buah,KZGMI-2001,86.6,52,0.7,,,,,16,1.0,,140.0,,0.0,,316,,,,0.3,12,,
